id,part_id,typ_human,category
270502,138,85,Mystery
270502,184,97,Mystery
270502,215,100,Mystery
270502,259,8,Mystery
270502,302,62,Mystery
270502,428,70,Mystery
270502,497,87,Mystery
270502,27,72,Mystery
270502,97,69,Mystery
2714459,400,3,Other
2714459,367,60,Other
2714459,350,21,Other
2714459,314,8,Other
2714459,210,0,Other
2714459,95,60,Other
2714459,83,35,Other
2714459,29,75,Other
2714459,370,9,Other
2714459,322,20,Other
2714459,495,6,Other
2715612,57,100,Mystery
2715612,38,90,Mystery
2715612,450,92,Mystery
2715612,383,92,Mystery
2715612,380,92,Mystery
2715612,483,100,Mystery
2715612,141,100,Mystery
2715612,171,96,Mystery
2715612,213,100,Mystery
2715612,218,81,Mystery
2715612,263,79,Mystery
2722725,393,72,Mystery
2722725,402,75,Mystery
2722725,17,100,Mystery
2722725,59,57,Mystery
2722725,475,75,Mystery
2722725,170,81,Mystery
2722725,178,39,Mystery
2722725,243,8,Mystery
2722725,296,89,Mystery
2722725,298,100,Mystery
2722725,158,72,Mystery
2722725,164,80,Mystery
2724945,254,40,Mystery
2724945,240,43,Mystery
2724945,387,92,Mystery
2724945,297,100,Mystery
2724945,269,100,Mystery
2724945,250,90,Mystery
2724945,203,98,Mystery
2724945,187,100,Mystery
2724945,60,90,Mystery
2724945,6,85,Mystery
27267888,357,51,Mystery
27267888,5,100,Mystery
27267888,62,90,Mystery
27267888,110,99,Mystery
27267888,365,70,Mystery
27267888,433,79,Mystery
27267888,486,100,Mystery
27267888,120,4,Mystery
27267888,183,77,Mystery
27267888,451,100,Mystery
27267888,214,70,Mystery
27267888,312,83,Mystery
272816,167,13,Other
272816,222,64,Other
272816,10,35,Other
272816,247,4,Other
272816,385,10,Other
272816,404,17,Other
272816,431,62,Other
272816,74,0,Other
272816,224,25,Other
27303851,480,0,Other
27303851,496,70,Other
27303851,116,56,Other
27303851,397,0,Other
27303851,409,0,Other
27303851,244,1,Other
27303851,16,16,Other
27303851,115,12,Other
27303851,346,0,Other
27303851,274,8,Other
27409354,351,0,Other
27409354,469,45,Other
27409354,40,10,Other
27409354,157,47,Other
27409354,212,20,Other
27409354,262,15,Other
27409354,339,0,Other
27409354,308,92,Other
27409354,287,59,Other
27413331,432,40,Other
27413331,426,45,Other
27413331,389,22,Other
27413331,341,0,Other
27413331,255,61,Other
27413331,190,7,Other
27413331,121,26,Other
27413331,76,0,Other
27413331,36,28,Other
27413331,373,55,Other
2742199,389,35,Mystery
2742199,255,86,Mystery
2742199,190,100,Mystery
2742199,121,98,Mystery
2742199,76,59,Mystery
2742199,36,61,Mystery
2742199,341,80,Mystery
2742199,373,43,Mystery
2742199,432,73,Mystery
2742199,426,68,Mystery
2756517,460,0,Other
2756517,440,59,Other
2756517,237,0,Other
2756517,418,3,Other
2756517,18,38,Other
2756517,231,0,Other
2756517,313,0,Other
2756517,47,9,Other
2756517,109,25,Other
2756517,150,17,Other
2756517,153,0,Other
2756517,342,87,Other
2765947,42,100,Mystery
2765947,45,45,Mystery
2765947,125,96,Mystery
2765947,293,85,Mystery
2765947,280,88,Mystery
2765947,292,100,Mystery
2765947,484,100,Mystery
2765947,251,100,Mystery
27666941,464,69,Other
27666941,379,75,Other
27666941,207,40,Other
27666941,177,38,Other
27666941,133,0,Other
27666941,43,28,Other
27666941,34,87,Other
27666941,413,58,Other
27666941,356,60,Other
27666941,275,16,Other
2771407,430,65,Other
2771407,362,73,Other
2771407,352,0,Other
2771407,349,35,Other
2771407,191,93,Other
2771407,3,26,Other
2771407,66,44,Other
2771407,88,25,Other
2771407,151,25,Other
2771407,473,55,Other
2771407,162,57,Other
2796432,226,75,Mystery
2796432,410,100,Mystery
2796432,315,73,Mystery
2796432,175,95,Mystery
2796432,93,100,Mystery
2796432,56,53,Mystery
2796432,26,40,Mystery
2796432,425,68,Mystery
2796432,338,59,Mystery
2796484,86,31,Mystery
2796484,11,85,Mystery
2796484,328,21,Mystery
2796484,282,65,Mystery
2796484,281,68,Mystery
2796484,437,95,Mystery
2796484,202,26,Mystery
2796484,134,100,Mystery
2796484,63,100,Mystery
2796484,228,59,Mystery
280792,2,68,Other
280792,363,22,Other
280792,316,11,Other
280792,230,39,Other
280792,225,5,Other
280792,139,31,Other
280792,80,0,Other
280792,79,0,Other
280792,414,0,Other
280792,406,19,Other
2815473,113,0,Other
2815473,4,16,Other
2815473,107,4,Other
2815473,468,45,Other
2815473,436,6,Other
2815473,384,0,Other
2815473,51,18,Other
2815473,181,98,Other
2815473,411,1,Other
2815473,265,0,Other
28157628,388,98,Mystery
28157628,368,100,Mystery
28157628,444,100,Mystery
28157628,132,70,Mystery
28157628,105,40,Mystery
28157628,50,81,Mystery
28157628,30,100,Mystery
28157628,172,62,Mystery
28157628,204,100,Mystery
2831053,92,84,Mystery
2831053,205,69,Mystery
2831053,277,87,Mystery
2831053,279,81,Mystery
2831053,347,53,Mystery
2831053,441,100,Mystery
2831053,455,64,Mystery
2831053,1,86,Mystery
2832521,281,28,Other
2832521,63,60,Other
2832521,86,3,Other
2832521,134,75,Other
2832521,202,30,Other
2832521,228,30,Other
2832521,282,31,Other
2832521,328,36,Other
2832521,437,29,Other
2832521,11,3,Other
2881979,430,94,Mystery
2881979,362,80,Mystery
2881979,352,100,Mystery
2881979,349,64,Mystery
2881979,473,95,Mystery
2881979,162,100,Mystery
2881979,191,100,Mystery
2881979,66,95,Mystery
2881979,3,90,Mystery
2881979,88,100,Mystery
2881979,151,40,Mystery
2884608,5,43,Other
2884608,486,50,Other
2884608,451,0,Other
2884608,433,60,Other
2884608,357,51,Other
2884608,365,0,Other
2884608,214,4,Other
2884608,183,46,Other
2884608,120,6,Other
2884608,110,51,Other
2884608,62,60,Other
2884608,312,0,Other
2903373,325,77,Mystery
2903373,344,36,Mystery
2903373,320,75,Mystery
2903373,155,20,Mystery
2903373,159,90,Mystery
2903373,130,90,Mystery
2903373,276,82,Mystery
2903373,54,86,Mystery
29082114,45,60,Mystery
29082114,125,89,Mystery
29082114,42,100,Mystery
29082114,251,100,Mystery
29082114,280,72,Mystery
29082114,292,95,Mystery
29082114,293,70,Mystery
29082114,484,100,Mystery
2932492,116,94,Other
2932492,480,3,Other
2932492,16,15,Other
2932492,115,64,Other
2932492,496,61,Other
2932492,244,22,Other
2932492,274,59,Other
2932492,346,15,Other
2932492,397,25,Other
2932492,409,100,Other
295248,114,0,Other
295248,457,0,Other
295248,417,35,Other
295248,394,25,Other
295248,272,0,Other
295248,258,3,Other
295248,256,0,Other
295248,198,8,Other
295248,15,0,Other
295248,471,0,Other
2954359,285,14,Other
2954359,13,7,Other
2954359,168,1,Other
2954359,173,1,Other
2954359,252,0,Other
2954359,319,51,Other
2954359,478,55,Other
296438,134,100,Mystery
296438,11,93,Mystery
296438,63,90,Mystery
296438,86,98,Mystery
296438,202,100,Mystery
296438,281,74,Mystery
296438,282,67,Mystery
296438,328,100,Mystery
296438,437,76,Mystery
296438,228,79,Mystery
2998276,341,100,Mystery
2998276,389,100,Mystery
2998276,373,29,Mystery
2998276,426,59,Mystery
2998276,255,70,Mystery
2998276,76,100,Mystery
2998276,36,90,Mystery
2998276,190,100,Mystery
2998276,432,71,Mystery
2998276,121,79,Mystery
3004356,220,37,Other
3004356,147,57,Other
3004356,117,27,Other
3004356,399,95,Other
3004356,364,22,Other
3004356,354,61,Other
3004356,333,65,Other
3004356,227,92,Other
3004356,28,79,Other
3004356,101,51,Other
3004356,443,0,Other
301263,156,30,Mystery
301263,488,0,Mystery
301263,449,64,Mystery
301263,447,72,Mystery
301263,371,73,Mystery
301263,294,19,Mystery
301263,200,0,Mystery
301263,166,24,Mystery
301263,127,15,Mystery
301263,67,38,Mystery
3036720,413,38,Other
3036720,34,92,Other
3036720,379,72,Other
3036720,356,0,Other
3036720,275,0,Other
3036720,207,90,Other
3036720,177,3,Other
3036720,133,0,Other
3036720,43,9,Other
3036720,464,75,Other
3044005,365,83,Mystery
3044005,433,59,Mystery
3044005,62,100,Mystery
3044005,486,75,Mystery
3044005,451,75,Mystery
3044005,357,0,Mystery
3044005,110,100,Mystery
3044005,214,70,Mystery
3044005,183,62,Mystery
3044005,120,0,Mystery
3044005,312,81,Mystery
3044005,5,62,Mystery
3048970,471,3,Other
3048970,15,41,Other
3048970,114,70,Other
3048970,198,98,Other
3048970,256,70,Other
3048970,258,69,Other
3048970,272,84,Other
3048970,394,10,Other
3048970,457,73,Other
3048970,417,62,Other
3083411,338,24,Other
3083411,26,75,Other
3083411,56,55,Other
3083411,175,51,Other
3083411,226,5,Other
3083411,315,10,Other
3083411,93,2,Other
3083411,410,0,Other
3083411,425,11,Other
309439,477,0,Other
309439,78,90,Other
309439,9,0,Other
309439,219,44,Other
309439,235,0,Other
309439,273,0,Other
309439,301,11,Other
309439,369,0,Other
309439,439,15,Other
309439,136,10,Other
3150549,166,0,Other
3150549,156,45,Other
3150549,371,0,Other
3150549,127,51,Other
3150549,67,4,Other
3150549,200,55,Other
3150549,294,23,Other
3150549,447,10,Other
3150549,449,74,Other
3150549,488,0,Other
3154447,98,1,Other
3154447,8,78,Other
3154447,206,10,Other
3154447,217,0,Other
3154447,44,0,Other
3154447,479,0,Other
3154447,353,0,Other
3154447,236,9,Other
3160950,260,81,Other
3160950,476,10,Other
3160950,408,5,Other
3160950,295,24,Other
3160950,332,0,Other
3160950,94,76,Other
3160950,123,30,Other
3160950,208,15,Other
3160950,20,61,Other
3169833,27,57,Mystery
3169833,97,64,Mystery
3169833,138,10,Mystery
3169833,184,75,Mystery
3169833,215,0,Mystery
3169833,259,73,Mystery
3169833,302,36,Mystery
3169833,497,66,Mystery
3169833,428,31,Mystery
3190792,106,55,Other
3190792,122,71,Other
3190792,249,90,Other
3190792,270,86,Other
3190792,434,22,Other
3190792,442,66,Other
3190792,39,42,Other
3196134,102,0,Other
3196134,52,0,Other
3196134,452,0,Other
3196134,196,77,Other
3196134,257,6,Other
3196134,283,28,Other
3196134,329,0,Other
3196134,331,0,Other
3196134,360,0,Other
3196134,445,71,Other
3196134,186,9,Other
319712,72,50,Other
319712,22,81,Other
319712,421,16,Other
319712,108,9,Other
319712,148,42,Other
319712,180,69,Other
319712,234,25,Other
319712,307,36,Other
319712,309,36,Other
319712,311,89,Other
319712,489,47,Other
319712,493,35,Other
319886,192,29,Other
319886,176,0,Other
319886,146,69,Other
319886,104,35,Other
319886,69,74,Other
319886,412,20,Other
319886,317,19,Other
319886,239,70,Other
319886,458,69,Other
319886,416,42,Other
319886,35,95,Other
319886,335,4,Other
321774,311,71,Other
321774,421,0,Other
321774,22,93,Other
321774,72,55,Other
321774,108,27,Other
321774,148,83,Other
321774,180,31,Other
321774,234,30,Other
321774,493,8,Other
321774,489,34,Other
321774,307,7,Other
321774,309,28,Other
323388,491,21,Mystery
323388,71,69,Mystery
323388,82,28,Mystery
323388,119,60,Mystery
323388,182,71,Mystery
323388,245,86,Mystery
323388,359,83,Mystery
323388,470,27,Mystery
323388,395,73,Mystery
324845,181,96,Mystery
324845,468,61,Mystery
324845,411,99,Mystery
324845,384,100,Mystery
324845,265,100,Mystery
324845,436,92,Mystery
324845,107,78,Mystery
324845,51,100,Mystery
324845,4,100,Mystery
324845,113,80,Mystery
329549,26,87,Other
329549,410,0,Other
329549,338,26,Other
329549,425,11,Other
329549,226,16,Other
329549,175,65,Other
329549,56,84,Other
329549,93,13,Other
329549,315,11,Other
3303818,478,26,Other
3303818,285,0,Other
3303818,319,0,Other
3303818,173,0,Other
3303818,13,5,Other
3303818,252,0,Other
3303818,168,0,Other
3309209,38,85,Mystery
3309209,57,75,Mystery
3309209,141,0,Mystery
3309209,171,95,Mystery
3309209,218,55,Mystery
3309209,213,63,Mystery
3309209,263,61,Mystery
3309209,383,50,Mystery
3309209,450,69,Mystery
3309209,483,100,Mystery
3309209,380,83,Mystery
3314966,426,67,Mystery
3314966,389,100,Mystery
3314966,373,62,Mystery
3314966,432,34,Mystery
3314966,255,86,Mystery
3314966,190,87,Mystery
3314966,121,100,Mystery
3314966,76,87,Mystery
3314966,341,100,Mystery
3314966,36,86,Mystery
3337278,41,5,Other
3337278,58,80,Other
3337278,135,1,Other
3337278,142,0,Other
3337278,161,12,Other
3337278,193,28,Other
3337278,253,0,Other
3337278,435,0,Other
3337278,466,31,Other
3337278,467,100,Other
3340409,464,0,Other
3340409,34,51,Other
3340409,43,0,Other
3340409,133,0,Other
3340409,177,0,Other
3340409,207,0,Other
3340409,275,0,Other
3340409,356,0,Other
3340409,413,0,Other
3340409,379,80,Other
3342294,367,30,Mystery
3342294,83,100,Mystery
3342294,495,100,Mystery
3342294,400,79,Mystery
3342294,370,73,Mystery
3342294,350,70,Mystery
3342294,29,100,Mystery
3342294,314,89,Mystery
3342294,210,89,Mystery
3342294,95,29,Mystery
3342294,322,15,Mystery
3349802,378,90,Mystery
3349802,462,96,Mystery
3349802,453,8,Mystery
3349802,324,79,Mystery
3349802,261,21,Mystery
3349802,216,56,Mystery
3349802,188,79,Mystery
3349802,140,40,Mystery
3349802,77,92,Mystery
3349802,75,70,Mystery
3349802,14,78,Mystery
3359651,462,86,Mystery
3359651,453,30,Mystery
3359651,378,85,Mystery
3359651,324,77,Mystery
3359651,261,80,Mystery
3359651,14,76,Mystery
3359651,188,88,Mystery
3359651,140,75,Mystery
3359651,77,71,Mystery
3359651,75,50,Mystery
3359651,216,73,Mystery
3360086,248,25,Mystery
3360086,438,12,Mystery
3360086,398,40,Mystery
3360086,327,12,Mystery
3360086,278,0,Mystery
3360086,482,50,Mystery
3360086,246,25,Mystery
3360086,131,100,Mystery
3360086,111,0,Mystery
3360086,89,37,Mystery
3360086,21,50,Mystery
3360086,163,50,Mystery
340317,378,21,Other
340317,324,4,Other
340317,261,50,Other
340317,216,0,Other
340317,188,0,Other
340317,140,25,Other
340317,77,38,Other
340317,75,0,Other
340317,14,18,Other
340317,453,5,Other
340317,462,92,Other
3412458,379,68,Other
3412458,413,27,Other
3412458,34,52,Other
3412458,43,0,Other
3412458,133,0,Other
3412458,177,1,Other
3412458,207,20,Other
3412458,275,0,Other
3412458,356,0,Other
3412458,464,31,Other
3457421,67,68,Mystery
3457421,449,42,Mystery
3457421,447,25,Mystery
3457421,371,24,Mystery
3457421,294,61,Mystery
3457421,200,81,Mystery
3457421,166,77,Mystery
3457421,127,55,Mystery
3457421,488,50,Mystery
3457421,156,37,Mystery
347327,181,84,Mystery
347327,51,60,Mystery
347327,107,67,Mystery
347327,113,16,Mystery
347327,265,66,Mystery
347327,384,95,Mystery
347327,411,88,Mystery
347327,436,3,Mystery
347327,468,41,Mystery
347327,4,26,Mystery
347714,251,35,Other
347714,484,0,Other
347714,293,83,Other
347714,292,19,Other
347714,280,62,Other
347714,45,55,Other
347714,125,43,Other
347714,42,0,Other
349649,87,5,Other
349649,290,47,Other
349649,145,0,Other
349649,366,0,Other
349649,195,23,Other
349649,423,3,Other
349649,490,1,Other
349649,55,13,Other
349649,372,9,Other
349649,37,5,Other
3511622,28,42,Other
3511622,101,38,Other
3511622,399,0,Other
3511622,117,53,Other
3511622,147,10,Other
3511622,220,0,Other
3511622,227,83,Other
3511622,333,22,Other
3511622,354,99,Other
3511622,443,0,Other
3511622,364,17,Other
353116,100,94,Mystery
353116,232,100,Mystery
353116,291,95,Mystery
353116,299,91,Mystery
353116,377,60,Mystery
353116,396,11,Mystery
353116,403,2,Mystery
353116,68,22,Mystery
353116,199,80,Mystery
353116,152,66,Mystery
357462,184,89,Mystery
357462,497,62,Mystery
357462,428,31,Mystery
357462,302,59,Mystery
357462,27,55,Mystery
357462,97,69,Mystery
357462,138,100,Mystery
357462,259,30,Mystery
357462,215,51,Mystery
357573,123,0,Mystery
357573,94,38,Mystery
357573,20,76,Mystery
357573,208,29,Mystery
357573,332,63,Mystery
357573,408,75,Mystery
357573,476,100,Mystery
357573,295,82,Mystery
357573,260,39,Mystery
3584539,495,95,Mystery
3584539,350,98,Mystery
3584539,367,100,Mystery
3584539,400,84,Mystery
3584539,322,30,Mystery
3584539,29,90,Mystery
3584539,83,85,Mystery
3584539,370,95,Mystery
3584539,95,73,Mystery
3584539,210,82,Mystery
3584539,314,99,Mystery
3609998,84,93,Mystery
3609998,149,86,Mystery
3609998,179,100,Mystery
3609998,24,58,Mystery
3609998,241,59,Mystery
3609998,323,90,Mystery
3609998,336,55,Mystery
3609998,361,30,Mystery
3609998,70,67,Mystery
3609998,454,25,Mystery
3609998,427,45,Mystery
362368,303,42,Other
362368,33,2,Other
362368,81,4,Other
362368,99,5,Other
362368,128,0,Other
362368,197,0,Other
362368,343,5,Other
362368,392,0,Other
362368,405,0,Other
362368,456,64,Other
3639539,342,62,Other
3639539,440,43,Other
3639539,18,34,Other
3639539,47,15,Other
3639539,109,18,Other
3639539,150,37,Other
3639539,153,3,Other
3639539,231,0,Other
3639539,237,0,Other
3639539,313,75,Other
3639539,418,68,Other
3639539,460,0,Other
36791818,476,100,Other
36791818,20,63,Other
36791818,94,65,Other
36791818,123,10,Other
36791818,208,13,Other
36791818,260,28,Other
36791818,295,21,Other
36791818,332,21,Other
36791818,408,35,Other
3679769,41,43,Other
3679769,193,39,Other
3679769,253,86,Other
3679769,435,55,Other
3679769,466,85,Other
3679769,467,71,Other
3679769,142,32,Other
3679769,161,32,Other
3679769,58,69,Other
3679769,135,7,Other
3705947,245,80,Mystery
3705947,491,68,Mystery
3705947,470,66,Mystery
3705947,395,91,Mystery
3705947,359,35,Mystery
3705947,71,91,Mystery
3705947,182,73,Mystery
3705947,119,80,Mystery
3705947,82,71,Mystery
3730939,443,67,Mystery
3730939,399,92,Mystery
3730939,364,75,Mystery
3730939,227,88,Mystery
3730939,28,73,Mystery
3730939,101,69,Mystery
3730939,117,44,Mystery
3730939,354,100,Mystery
3730939,220,74,Mystery
3730939,333,93,Mystery
3730939,147,84,Mystery
375371,202,11,Other
375371,63,20,Other
375371,86,45,Other
375371,134,0,Other
375371,228,12,Other
375371,281,28,Other
375371,282,34,Other
375371,328,76,Other
375371,437,18,Other
375371,11,1,Other
378542,439,2,Other
378542,369,0,Other
378542,301,0,Other
378542,273,0,Other
378542,477,0,Other
378542,219,6,Other
378542,136,0,Other
378542,78,0,Other
378542,235,0,Other
378542,9,0,Other
379430,439,10,Other
379430,369,2,Other
379430,301,65,Other
379430,477,0,Other
379430,235,19,Other
379430,219,35,Other
379430,78,75,Other
379430,9,0,Other
379430,273,0,Other
379430,136,0,Other
3797157,468,71,Mystery
3797157,436,80,Mystery
3797157,411,98,Mystery
3797157,384,88,Mystery
3797157,265,90,Mystery
3797157,181,95,Mystery
3797157,113,63,Mystery
3797157,107,94,Mystery
3797157,51,100,Mystery
3797157,4,100,Mystery
3812438,439,2,Other
3812438,78,0,Other
3812438,477,0,Other
3812438,369,0,Other
3812438,301,55,Other
3812438,9,67,Other
3812438,235,0,Other
3812438,219,7,Other
3812438,273,0,Other
3812438,136,5,Other
3849093,455,3,Other
3849093,347,4,Other
3849093,279,35,Other
3849093,441,0,Other
3849093,205,56,Other
3849093,92,2,Other
3849093,1,0,Other
3849093,277,4,Other
385606,400,3,Other
385606,83,0,Other
385606,95,14,Other
385606,210,1,Other
385606,314,3,Other
385606,322,0,Other
385606,350,6,Other
385606,367,5,Other
385606,29,0,Other
385606,495,1,Other
385606,370,63,Other
386978,71,74,Mystery
386978,82,58,Mystery
386978,119,100,Mystery
386978,182,100,Mystery
386978,245,81,Mystery
386978,359,60,Mystery
386978,395,62,Mystery
386978,470,9,Mystery
386978,491,87,Mystery
389139,337,27,Other
389139,25,85,Other
389139,61,97,Other
389139,90,79,Other
389139,160,75,Other
389139,174,64,Other
389139,238,3,Other
389139,474,90,Other
389139,448,60,Other
389139,376,29,Other
389139,355,5,Other
391650,435,0,Other
391650,253,0,Other
391650,193,18,Other
391650,161,9,Other
391650,142,0,Other
391650,135,0,Other
391650,58,62,Other
391650,41,5,Other
391650,467,55,Other
391650,466,0,Other
3920685,482,0,Other
3920685,438,0,Other
3920685,327,0,Other
3920685,278,0,Other
3920685,248,3,Other
3920685,246,0,Other
3920685,398,0,Other
3920685,131,45,Other
3920685,111,0,Other
3920685,89,34,Other
3920685,21,0,Other
3920685,163,0,Other
39835448,391,0,Other
39835448,103,28,Other
39835448,118,0,Other
39835448,189,67,Other
39835448,266,23,Other
39835448,306,9,Other
39835448,340,5,Other
39835448,386,20,Other
39835448,459,67,Other
39841228,62,0,Other
39841228,433,44,Other
39841228,110,0,Other
39841228,5,30,Other
39841228,365,0,Other
39841228,120,44,Other
39841228,214,22,Other
39841228,451,0,Other
39841228,486,50,Other
39841228,183,63,Other
39841228,357,51,Other
39841228,312,1,Other
39843427,317,81,Mystery
39843427,35,100,Mystery
39843427,69,83,Mystery
39843427,104,60,Mystery
39843427,146,100,Mystery
39843427,176,84,Mystery
39843427,192,63,Mystery
39843427,239,60,Mystery
39843427,412,60,Mystery
39843427,416,91,Mystery
39843427,458,62,Mystery
39843427,335,72,Mystery
39860198,284,80,Mystery
39860198,310,30,Mystery
39860198,19,39,Mystery
39860198,65,80,Mystery
39860198,124,68,Mystery
39860198,221,27,Mystery
39860198,422,63,Mystery
39860198,264,97,Mystery
39860198,271,68,Mystery
39860198,326,30,Mystery
39963950,13,67,Mystery
39963950,168,100,Mystery
39963950,173,9,Mystery
39963950,252,0,Mystery
39963950,285,51,Mystery
39963950,319,78,Mystery
39963950,478,78,Mystery
40012368,166,90,Other
40012368,449,17,Other
40012368,447,77,Other
40012368,371,25,Other
40012368,294,24,Other
40012368,127,70,Other
40012368,156,48,Other
40012368,488,50,Other
40012368,67,69,Other
40012368,200,95,Other
40014467,380,71,Mystery
40014467,383,85,Mystery
40014467,483,100,Mystery
40014467,263,47,Mystery
40014467,450,61,Mystery
40014467,218,72,Mystery
40014467,171,95,Mystery
40014467,141,100,Mystery
40014467,57,100,Mystery
40014467,38,85,Mystery
40014467,213,69,Mystery
40070724,264,73,Other
40070724,19,51,Other
40070724,65,60,Other
40070724,124,50,Other
40070724,221,34,Other
40070724,271,47,Other
40070724,284,4,Other
40070724,310,0,Other
40070724,326,5,Other
40070724,422,29,Other
40089018,254,3,Other
40089018,250,22,Other
40089018,297,100,Other
40089018,269,52,Other
40089018,240,46,Other
40089018,387,5,Other
40089018,187,65,Other
40089018,60,18,Other
40089018,6,0,Other
40089018,203,87,Other
40112033,297,100,Mystery
40112033,6,25,Mystery
40112033,60,62,Mystery
40112033,187,54,Mystery
40112033,203,98,Mystery
40112033,250,43,Mystery
40112033,254,65,Mystery
40112033,269,92,Mystery
40112033,387,87,Mystery
40112033,240,29,Mystery
401486,483,100,Mystery
401486,383,92,Mystery
401486,380,56,Mystery
401486,263,70,Mystery
401486,218,94,Mystery
401486,213,44,Mystery
401486,171,91,Mystery
401486,141,65,Mystery
401486,57,94,Mystery
401486,38,90,Mystery
401486,450,77,Mystery
40167812,187,65,Other
40167812,60,0,Other
40167812,387,0,Other
40167812,297,0,Other
40167812,269,47,Other
40167812,254,0,Other
40167812,250,20,Other
40167812,240,21,Other
40167812,203,19,Other
40167812,6,0,Other
40230208,266,13,Other
40230208,118,0,Other
40230208,189,0,Other
40230208,103,77,Other
40230208,306,37,Other
40230208,340,24,Other
40230208,386,0,Other
40230208,391,0,Other
40230208,459,48,Other
40267432,386,50,Mystery
40267432,391,92,Mystery
40267432,459,75,Mystery
40267432,306,89,Mystery
40267432,103,36,Mystery
40267432,118,50,Mystery
40267432,340,55,Mystery
40267432,266,54,Mystery
40267432,189,100,Mystery
40321050,476,100,Other
40321050,332,48,Other
40321050,295,10,Other
40321050,260,38,Other
40321050,208,34,Other
40321050,94,62,Other
40321050,20,60,Other
40321050,408,0,Other
40321050,123,0,Other
40710917,472,70,Mystery
40710917,154,62,Mystery
40710917,12,86,Mystery
40710917,53,88,Mystery
40710917,129,78,Mystery
40710917,288,100,Mystery
40710917,300,60,Mystery
40710917,304,9,Mystery
40710917,348,71,Mystery
40710917,375,0,Mystery
40710917,492,63,Mystery
40724315,32,75,Mystery
40724315,49,72,Mystery
40724315,461,70,Mystery
40724315,112,20,Mystery
40724315,144,100,Mystery
40724315,229,92,Mystery
40724315,267,71,Mystery
40724315,321,63,Mystery
40724315,390,0,Mystery
40724315,415,99,Mystery
40724315,446,70,Mystery
4073252,412,57,Mystery
4073252,35,100,Mystery
4073252,69,79,Mystery
4073252,104,75,Mystery
4073252,146,100,Mystery
4073252,176,89,Mystery
4073252,458,72,Mystery
4073252,239,90,Mystery
4073252,317,94,Mystery
4073252,416,82,Mystery
4073252,192,83,Mystery
4073252,335,37,Mystery
40751608,326,13,Other
40751608,264,10,Other
40751608,221,31,Other
40751608,124,66,Other
40751608,65,89,Other
40751608,19,30,Other
40751608,310,70,Other
40751608,422,19,Other
40751608,271,24,Other
40751608,284,25,Other
409005,385,0,Other
409005,247,3,Other
409005,222,40,Other
409005,167,7,Other
409005,74,0,Other
409005,10,16,Other
409005,431,58,Other
409005,404,65,Other
409005,224,67,Other
41057072,54,59,Other
41057072,130,17,Other
41057072,155,30,Other
41057072,159,87,Other
41057072,320,10,Other
41057072,325,69,Other
41057072,344,68,Other
41057072,276,26,Other
41111797,208,10,Other
41111797,476,15,Other
41111797,408,0,Other
41111797,20,50,Other
41111797,94,42,Other
41111797,123,10,Other
41111797,332,38,Other
41111797,260,57,Other
41111797,295,40,Other
41126511,329,70,Other
41126511,283,72,Other
41126511,257,0,Other
41126511,196,42,Other
41126511,186,23,Other
41126511,102,0,Other
41126511,52,0,Other
41126511,331,15,Other
41126511,445,74,Other
41126511,452,9,Other
41126511,360,16,Other
41129375,409,100,Mystery
41129375,397,75,Mystery
41129375,346,90,Mystery
41129375,274,82,Mystery
41129375,244,67,Mystery
41129375,116,76,Mystery
41129375,115,81,Mystery
41129375,16,100,Mystery
41129375,480,75,Mystery
41129375,496,70,Mystery
4114911,399,97,Mystery
4114911,443,0,Mystery
4114911,364,78,Mystery
4114911,354,95,Mystery
4114911,333,94,Mystery
4114911,227,31,Mystery
4114911,220,84,Mystery
4114911,147,90,Mystery
4114911,117,85,Mystery
4114911,101,32,Mystery
4114911,28,93,Mystery
41184172,262,46,Other
41184172,157,0,Other
41184172,469,55,Other
41184172,351,8,Other
41184172,339,8,Other
41184172,40,20,Other
41184172,287,76,Other
41184172,212,15,Other
41184172,308,91,Other
41292260,426,38,Other
41292260,373,13,Other
41292260,341,0,Other
41292260,432,34,Other
41292260,190,0,Other
41292260,255,37,Other
41292260,36,20,Other
41292260,389,1,Other
41292260,121,24,Other
41292260,76,0,Other
41321182,42,92,Mystery
41321182,45,58,Mystery
41321182,125,85,Mystery
41321182,280,98,Mystery
41321182,292,92,Mystery
41321182,293,77,Mystery
41321182,484,25,Mystery
41321182,251,100,Mystery
41372192,292,9,Other
41372192,484,0,Other
41372192,293,23,Other
41372192,251,25,Other
41372192,125,4,Other
41372192,45,50,Other
41372192,42,0,Other
41372192,280,20,Other
41383975,432,64,Mystery
41383975,426,85,Mystery
41383975,389,100,Mystery
41383975,341,100,Mystery
41383975,373,41,Mystery
41383975,190,100,Mystery
41383975,121,100,Mystery
41383975,76,80,Mystery
41383975,36,65,Mystery
41383975,255,74,Mystery
41403222,419,5,Other
41403222,494,19,Other
41403222,465,6,Other
41403222,429,1,Other
41403222,401,0,Other
41403222,7,18,Other
41403222,318,0,Other
41403222,305,12,Other
41403222,165,0,Other
41403222,126,1,Other
41403222,46,6,Other
41403222,381,100,Other
41405334,464,33,Mystery
41405334,413,43,Mystery
41405334,356,10,Mystery
41405334,275,59,Mystery
41405334,207,100,Mystery
41405334,177,59,Mystery
41405334,133,0,Mystery
41405334,43,35,Mystery
41405334,34,53,Mystery
41405334,379,66,Mystery
41441783,25,22,Other
41441783,474,0,Other
